Evaluate 256 0.2 4 Throughput = 6529.298405160636bps
Evaluate 256 0.2 8 Throughput = 4020.5325237460365bps
Evaluate 256 0.2 16 Throughput = 2201.2807085241084bps
Evaluate 256 0.4 4 Throughput = 12012.414237532883bps
Evaluate 256 0.4 8 Throughput = 7458.3861476677bps
Evaluate 256 0.4 16 Throughput = 2883.612721433156bps
Evaluate 256 0.6 4 Throughput = 15215.782270908634bps
Evaluate 256 0.6 8 Throughput = 8973.434589628252bps
Evaluate 256 0.6 16 Throughput = 3336.609136080268bps
Evaluate 256 0.8 4 Throughput = 17324.36565679288bps
Evaluate 256 0.8 8 Throughput = 10202.771575425744bps
Evaluate 256 0.8 16 Throughput = 3614.302762720002bps
Evaluate 512 0.2 4 Throughput = 6578.635301682834bps
Evaluate 512 0.2 8 Throughput = 2772.005514112841bps
Evaluate 512 0.2 16 Throughput = 1294.8543359194596bps
Evaluate 512 0.4 4 Throughput = 8872.40437662048bps
Evaluate 512 0.4 8 Throughput = 3351.2288415645694bps
Evaluate 512 0.4 16 Throughput = 1570.3781804609553bps
Evaluate 512 0.6 4 Throughput = 9999.98764530671bps
Evaluate 512 0.6 8 Throughput = 3567.662672783859bps
Evaluate 512 0.6 16 Throughput = 1661.2636374821382bps
Evaluate 512 0.8 4 Throughput = 11385.230091248966bps
Evaluate 512 0.8 8 Throughput = 3713.9728519970013bps
Evaluate 512 0.8 16 Throughput = 1765.6554085744203bps
Evaluate 1024 0.2 4 Throughput = 2893.8741512868346bps
Evaluate 1024 0.2 8 Throughput = 1453.4835899931986bps
Evaluate 1024 0.2 16 Throughput = 740.7379370997502bps
Evaluate 1024 0.4 4 Throughput = 3321.8117990209075bps
Evaluate 1024 0.4 8 Throughput = 1562.8111703764791bps
Evaluate 1024 0.4 16 Throughput = 807.1654373019076bps
Evaluate 1024 0.6 4 Throughput = 3598.4058189382536bps
Evaluate 1024 0.6 8 Throughput = 1607.9281704749692bps
Evaluate 1024 0.6 16 Throughput = 833.5246744477556bps
Evaluate 1024 0.8 4 Throughput = 3571.3634724560916bps
Evaluate 1024 0.8 8 Throughput = 1720.8606005069958bps
Evaluate 1024 0.8 16 Throughput = 1720.8606005069958bps
